[rosmaster.main][INFO] 2020-10-19 21:58:19,070: initialization complete, waiting for shutdown
[rosmaster.main][INFO] 2020-10-19 21:58:19,070: Starting ROS Master Node
[rosmaster.master][INFO] 2020-10-19 21:58:19,135: +PARAM [/move_base/global_costmap/plugins] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,135: +PARAM [/move_base/local_costmap/obstacles/base_scan/min_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,135: +PARAM [/move_base/global_costmap/obstacles/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,135: +PARAM [/move_base/global_costmap/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +SUB [/rosout] /rosout http://freight1207:35424/
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/conservative_reset/reset_distance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/global_costmap/inflater/inflation_radius] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/local_costmap/width] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/TrajectoryPlannerROS/max_vel_y] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/TrajectoryPlannerROS/max_vel_x] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/local_costmap/rolling_window] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/NavfnROS/allow_unknown] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/controller_frequency] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/TrajectoryPlannerROS/heading_scoring] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/amcl/laser_max_beams] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/oscillation_timeout] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,136: +PARAM [/move_base/TrajectoryPlannerROS/oscillation_reset_dist] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/laser_model_type] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/global_costmap/obstacles/base_scan/clearing] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/odom_model_type] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/laser_sigma_hit] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/recovery_alpha_fast] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/transform_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/aggressive_reset/reset_distance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/base_global_planner] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/TrajectoryPlannerROS/occdist_scale] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/TrajectoryPlannerROS/acc_lim_y] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/rosdistro] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/TrajectoryPlannerROS/acc_lim_x] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/oscillation_distance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/odom_alpha4] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/move_base/local_costmap/obstacles/base_scan/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/odom_alpha1] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,137: +PARAM [/amcl/odom_alpha2] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/amcl/odom_alpha3] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/amcl/odom_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/local_costmap/obstacles/base_scan/raytrace_range] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/TrajectoryPlannerROS/min_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/rotate_recovery/sim_granularity] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/TrajectoryPlannerROS/angular_sim_granularity] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/global_costmap/static_map] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/local_costmap/inflater/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/local_costmap/obstacles/base_scan/marking] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/global_costmap/inflater/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/TrajectoryPlannerROS/dwa] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/amcl/max_particles] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/global_costmap/obstacles/base_scan/marking] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/TrajectoryPlannerROS/min_vel_x] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/amcl/min_particles] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/global_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/move_base/recovery_behaviors] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,138: +PARAM [/amcl/global_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/NavfnROS/visualize_potential] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/amcl/laser_min_range] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/local_costmap/plugins] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/local_costmap/publish_frequency] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/local_costmap/obstacles/base_scan/max_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/TrajectoryPlannerROS/acc_lim_theta] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/global_costmap/robot_radius] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/global_costmap/update_frequency] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/amcl/kld_err] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/amcl/resample_interval] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/global_costmap/obstacles/base_scan/max_obstacle_height] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/TrajectoryPlannerROS/latch_xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/TrajectoryPlannerROS/heading_lookahead] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/NavfnROS/default_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/TrajectoryPlannerROS/yaw_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/TrajectoryPlannerROS/publish_cost_grid_pc] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/local_costmap/obstacles/observation_sources] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/move_base/local_costmap/obstacles/base_scan/data_type] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,139: +PARAM [/amcl/laser_likelihood_max_dist] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/global_costmap/obstacles/base_scan/data_type] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/TrajectoryPlannerROS/max_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/amcl/laser_z_hit] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/local_costmap/robot_base_frame] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/TrajectoryPlannerROS/xy_goal_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/global_costmap/transform_tolerance] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/TrajectoryPlannerROS/pdist_scale] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/TrajectoryPlannerROS/sim_granularity] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/local_costmap/obstacles/base_scan/topic] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/global_costmap/obstacles/base_scan/obstacle_range] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/TrajectoryPlannerROS/vtheta_samples] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/TrajectoryPlannerROS/meter_scoring] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/NavfnROS/planner_window_y] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/NavfnROS/planner_window_x] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/amcl/use_map_topic] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/amcl/base_frame_id] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/rosversion] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/local_costmap/global_frame] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/global_costmap/global_frame] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,140: +PARAM [/move_base/global_costmap/obstacles/base_scan/topic] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/amcl/kld_z] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/move_base/rotate_recovery/frequency] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/move_base/base_local_planner] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/move_base/planner_patience] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/amcl/update_min_a] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/amcl/update_min_d] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/move_base/TrajectoryPlannerROS/min_in_place_vel_theta] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,141: +PARAM [/move_base/recovery_behavior_enabled] by /roslaunch
[rosmaster.master][INFO] 2020-10-19 21:58:19,158: +PUB [/rosout] /map_server http://freight1207:36376/
[rosmaster.master][INFO] 2020-10-19 21:58:19,159: +SERVICE [/map_server/get_loggers] /map_server http://freight1207:36376/
[rosmaster.master][INFO] 2020-10-19 21:58:19,159: +SERVICE [/map_server/set_logger_level] /map_server http://freight1207:36376/
[rosmaster.master][INFO] 2020-10-19 21:58:19,162: +SERVICE [/static_map] /map_server http://freight1207:36376/
[rosmaster.master][INFO] 2020-10-19 21:58:19,163: +PUB [/map_metadata] /map_server http://freight1207:36376/
[rosmaster.master][INFO] 2020-10-19 21:58:19,164: +PUB [/map] /map_server http://freight1207:36376/
[rosmaster.master][INFO] 2020-10-19 21:58:19,164: +PUB [/rosout] /map_keepout_server http://freight1207:58358/
[rosmaster.master][INFO] 2020-10-19 21:58:19,164: +SERVICE [/map_keepout_server/get_loggers] /map_keepout_server http://freight1207:58358/
[rosmaster.master][INFO] 2020-10-19 21:58:19,165: +SERVICE [/map_keepout_server/set_logger_level] /map_keepout_server http://freight1207:58358/
[rosmaster.master][INFO] 2020-10-19 21:58:19,169: +PUB [/rosout] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,169: +PUB [/rosout] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,170: +SERVICE [/amcl/get_loggers] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,170: +SERVICE [/move_base/get_loggers] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,170: publisherUpdate[/rosout] -> http://freight1207:35424/
[rosmaster.master][INFO] 2020-10-19 21:58:19,171: +SERVICE [/amcl/set_logger_level] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,171: +SERVICE [/move_base/set_logger_level] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,172: publisherUpdate[/rosout] -> http://freight1207:35424/
[rosmaster.master][INFO] 2020-10-19 21:58:19,173: publisherUpdate[/rosout] -> http://freight1207:35424/
[rosmaster.master][INFO] 2020-10-19 21:58:19,174: publisherUpdate[/rosout] -> http://freight1207:35424/
[rosmaster.master][INFO] 2020-10-19 21:58:19,178: +SUB [/tf] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,182: +SUB [/tf_static] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,189: +SERVICE [/static_map_keepout] /map_keepout_server http://freight1207:58358/
[rosmaster.master][INFO] 2020-10-19 21:58:19,190: +PUB [/map_metadata] /map_keepout_server http://freight1207:58358/
[rosmaster.master][INFO] 2020-10-19 21:58:19,191: +PUB [/map_keepout] /map_keepout_server http://freight1207:58358/
[rosmaster.master][INFO] 2020-10-19 21:58:19,209: +PUB [/cmd_vel] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,211: +PUB [/move_base/current_goal] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,211: +PUB [/move_base/goal] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,212: +PUB [/tf] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,215: +SUB [/move_base_simple/goal] /move_base http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,216: +SUB [/tf] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,220: +SUB [/tf_static] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,221: +PUB [/amcl_pose] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,222: +PUB [/particlecloud] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,222: +SERVICE [/global_localization] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,223: +SERVICE [/request_nomotion_update] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,224: +SERVICE [/set_map] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,227: +SUB [/base_scan] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,229: +SUB [/initialpose] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,247: +SERVICE [/amcl/set_parameters] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,248: +PUB [/amcl/parameter_descriptions] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,248: +PUB [/amcl/parameter_updates] /amcl http://freight1207:58691/
[rosmaster.master][INFO] 2020-10-19 21:58:19,262: +PARAM [/amcl/min_particles] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,262: +PARAM [/amcl/max_particles] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,263: +PARAM [/amcl/kld_err] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,263: +PARAM [/amcl/kld_z] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,264: +PARAM [/amcl/update_min_d] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,264: +PARAM [/amcl/update_min_a] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,265: +PARAM [/amcl/resample_interval] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,265: +PARAM [/amcl/transform_tolerance] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,266: +PARAM [/amcl/recovery_alpha_slow] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,266: +PARAM [/amcl/recovery_alpha_fast] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,266: +PARAM [/amcl/do_beamskip] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,267: +PARAM [/amcl/beam_skip_distance] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,267: +PARAM [/amcl/beam_skip_threshold] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,268: +PARAM [/amcl/tf_broadcast] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,268: +PARAM [/amcl/gui_publish_rate] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,269: +PARAM [/amcl/save_pose_rate] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,269: +PARAM [/amcl/use_map_topic] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,270: +PARAM [/amcl/first_map_only] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,270: +PARAM [/amcl/laser_min_range] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,271: +PARAM [/amcl/laser_max_range] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,271: publisherUpdate[/tf] -> http://freight1207:45254/
[rosmaster.master][INFO] 2020-10-19 21:58:19,271: +PARAM [/amcl/laser_max_beams] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,272: +PARAM [/amcl/laser_z_hit] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,272: +PARAM [/amcl/laser_z_short] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,273: +PARAM [/amcl/laser_z_max] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,273: +PARAM [/amcl/laser_z_rand] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,274: +PARAM [/amcl/laser_sigma_hit] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,274: +PARAM [/amcl/laser_lambda_short] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,274: +PARAM [/amcl/laser_likelihood_max_dist] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,275: +PARAM [/amcl/laser_model_type] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,275: +PARAM [/amcl/odom_model_type] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,276: +PARAM [/amcl/odom_alpha1] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,276: +PARAM [/amcl/odom_alpha2] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,276: +PARAM [/amcl/odom_alpha3] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,277: +PARAM [/amcl/odom_alpha4] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,277: +PARAM [/amcl/odom_alpha5] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,278: +PARAM [/amcl/odom_frame_id] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,278: +PARAM [/amcl/base_frame_id] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,278: +PARAM [/amcl/global_frame_id] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,279: +PARAM [/amcl/restore_defaults] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,279: +PARAM [/amcl/min_particles] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,279: +PARAM [/amcl/max_particles] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,280: +PARAM [/amcl/kld_err] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,280: +PARAM [/amcl/kld_z] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,281: +PARAM [/amcl/update_min_d] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,281: +PARAM [/amcl/update_min_a] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,282: +PARAM [/amcl/resample_interval] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,282: +PARAM [/amcl/transform_tolerance] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,283: +PARAM [/amcl/recovery_alpha_slow] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,283: +PARAM [/amcl/recovery_alpha_fast] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,283: +PARAM [/amcl/do_beamskip] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,284: +PARAM [/amcl/beam_skip_distance] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,284: +PARAM [/amcl/beam_skip_threshold] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,285: +PARAM [/amcl/tf_broadcast] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,285: +PARAM [/amcl/gui_publish_rate] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,285: +PARAM [/amcl/save_pose_rate] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,286: +PARAM [/amcl/use_map_topic] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,286: +PARAM [/amcl/first_map_only] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,287: +PARAM [/amcl/laser_min_range] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,287: +PARAM [/amcl/laser_max_range] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,287: +PARAM [/amcl/laser_max_beams] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,288: +PARAM [/amcl/laser_z_hit] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,288: +PARAM [/amcl/laser_z_short] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,289: +PARAM [/amcl/laser_z_max] by /amcl
[rosmaster.master][INFO] 2020-10-19 21:58:19,289: +PARAM [/amcl/laser_z_rand] by /amcl
